movie,release_date,production_budget,domestic_gross,worldwide_gross
hanna,2011-04-08,30000000,40259119,65343694
blue crush,2002-08-16,30000000,40118420,51618420
30 days of night,2007-10-19,30000000,39568996,80276156
little shop of horrors,1986-12-19,30000000,38747385,38747385
gridiron gang,2006-09-15,30000000,38432823,41457834
midnight run,1988-07-20,30000000,38413606,81613606
meet the spartans,2008-01-25,30000000,38233676,84646831
the running man,1987-11-13,30000000,38122000,38122000
the family,2013-09-13,30000000,36918811,51078541
the 15:17 to paris,2018-02-09,30000000,36276286,56096200
mortal kombat: annihilation,1997-11-21,30000000,35927406,51327406
larry crowne,2011-07-01,30000000,35608245,61449135
carrie,2013-10-18,30000000,35266619,82409520
take the lead,2006-04-07,30000000,34742066,65390493
death wish,2018-03-02,30000000,34017028,48575965
love and other drugs,2010-11-24,30000000,32367005,102716321
entourage,2015-06-03,30000000,32363404,46438538
what's the worst that could happen?,2001-06-01,30000000,32267774,38462071
side effects,2013-02-08,30000000,32172757,66742138
9,2009-09-09,30000000,31749894,48559999
deliver us from evil,2014-07-02,30000000,30577122,87956618
get on up,2014-08-01,30000000,30569935,33339868
mollyâs game,2017-12-25,30000000,28780744,53296424
the five-year engagement,2012-04-27,30000000,28700285,61623819
the prince & me,2004-04-02,30000000,28165882,29356757
winnie the pooh,2011-07-15,30000000,26692846,50145607
bulworth,1998-05-15,30000000,26528684,29203383
dumb and dumberer: when harry met lloyd,2003-06-13,30000000,26214846,26214846
white boy rick,2018-09-14,30000000,24004833,25947983
virtuosity,1995-08-04,30000000,23998226,23998226
one true thing,1998-09-18,30000000,23337196,26708196
sanctum,2011-02-04,30000000,23209310,108957098
my super ex-girlfriend,2006-07-21,30000000,22530295,60772856
ballerina,2017-08-25,30000000,21858070,96892829
mr. 3000,2004-09-17,30000000,21800302,21827296
the next three days,2010-11-19,30000000,21148651,67255916
proud mary,2018-01-12,30000000,20868638,21709539
little black book,2004-08-06,30000000,20422207,21758371
assault on precinct 13,2005-01-19,30000000,20040895,36040895
runner runner,2013-10-04,30000000,19316646,60512680
the replacement killers,1998-02-06,30000000,19035741,19035741
baahubali 2: the conclusion,2017-04-28,30000000,18985794,263502914
ultraviolet,2006-03-03,30000000,18522064,30962112
north country,2005-10-21,30000000,18324242,23676771
fright night,2011-08-19,30000000,18298649,40520649
mother!,2017-09-15,30000000,17800004,42531076
steve jobs,2015-10-09,30000000,17766658,35579007
eight legged freaks,2002-07-17,30000000,17266505,36722311
fled,1996-07-19,30000000,17192205,19892205
splice,2010-06-04,30000000,17010170,28542494
88 minutes,2008-04-18,30000000,16930884,32955399
the whole ten yards,2004-04-09,30000000,16323969,26323969
howard the duck,1986-08-01,30000000,16295774,16295774
pride and glory,2008-10-24,30000000,15740721,43440721
the cave,2005-08-26,30000000,15007991,27147991
godsend,2004-04-30,30000000,14334645,16910708
alex & emma,2003-06-20,30000000,14208384,15358583
wicker park,2004-09-03,30000000,13001257,21577076
the new world,2005-12-25,30000000,12712093,26184400
evening,2007-06-29,30000000,12406646,12885574
the last stand,2013-01-18,30000000,12050299,48330757
in dreams,1999-01-15,30000000,12017369,12017369
wing commander,1999-03-12,30000000,11578022,11578022
antitrust,2001-01-12,30000000,10965209,17865209
dead man down,2013-03-08,30000000,10895295,19599974
hoodwinked too: hood vs. evil,2011-04-29,30000000,10143779,23353111
dragonball evolution,2009-04-10,30000000,9362785,58228460
first daughter,2004-09-24,30000000,9055010,10419084
the lost city of z,2017-04-14,30000000,8574339,17121823
an unfinished life,2005-09-09,30000000,8535575,18535575
the space between us,2017-02-03,30000000,7885294,16481405
the imaginarium of doctor parnassus,2009-12-25,30000000,7689607,64352607
barney's version,2011-01-14,30000000,7502560,8845575
trapped,2002-09-20,30000000,6916869,6916869
kin,2018-08-31,30000000,5718096,10096821
once upon a time in america,1984-06-01,30000000,5321508,5575648
stronger,2017-09-22,30000000,4211129,8786752
gloria,1999-01-22,30000000,4167493,4967493
the assassination of jesse james by the coward robert ford,2007-09-21,30000000,3909149,15313631
the merchant of venice,2004-12-29,30000000,3765585,18765585
the good thief,2003-04-02,30000000,3517797,6460758
supercross,2005-08-17,30000000,3102550,3252550
miss potter,2006-12-29,30000000,3005605,35891257
wu ji,2006-05-05,30000000,669625,35869934
shaft,2019-06-14,30000000,600000,600000
machine gun preacher,2011-09-23,30000000,538690,3721988
bilal: a new breed of hero,2018-02-02,30000000,490973,648599
doa: dead or alive,2007-06-15,30000000,480314,7755686
le petit nicolas,2010-02-19,30000000,201857,52339566
xinhai geming,2011-10-07,30000000,135739,8593154
genghis khan: to the ends of the earth and sea,2008-02-21,30000000,3892,4874498
wild card,2015-01-30,30000000,3200,4315789
united passions,2015-06-05,30000000,918,168832
konferenz der tiere,2010-12-31,30000000,0,53048539
grace of monaco,2015-12-01,30000000,0,25199891
savva. serdtse voyna,2016-03-08,30000000,0,5015080
goodbye bafana,2007-12-14,30000000,0,2717302
space pirate captain harlock,2013-12-31,30000000,0,310985
ripley's game,2003-12-31,30000000,0,0
collide,2017-02-24,29200000,2280004,5466698
pitch perfect 2,2015-05-15,29000000,184296230,287625468
walk the line,2005-11-18,29000000,119519402,187707495
night school,2018-09-28,29000000,77339130,103008792
the boss,2016-04-08,29000000,63077560,78652207
12 monkeys,1995-12-27,29000000,57141459,168841459
once upon a time in mexico,2003-09-12,29000000,56330657,97413527
keeping the faith,2000-04-14,29000000,37036404,45336404
logan lucky,2017-08-18,29000000,27778642,44264271
florence foster jenkins,2016-08-12,29000000,27383770,56000339
the borrowers,1998-02-13,29000000,22619589,54045832
frost/nixon,2008-12-05,29000000,18622031,28452945
seed of chucky,2004-11-12,29000000,17016190,24716190
serving sara,2002-08-23,29000000,16930185,20146150
confessions of a dangerous mind,2002-12-31,29000000,16007718,33013805
taking woodstock,2009-08-26,29000000,7460204,10066366
cry freedom,1987-11-06,29000000,5899797,25899797
unhinged,2019-09-30,29000000,0,0
mumford,1999-09-24,28700000,4559569,4559569
the jacket,2005-03-04,28500000,6301131,15452978
aladdin,1992-11-11,28000000,217350219,504050219
indiana jones and the temple of doom,1984-05-23,28000000,179880271,333080271
straight outta compton,2015-08-14,28000000,161197785,202182981
girls trip,2017-07-21,28000000,115108515,140886353
the rugrats movie,1998-11-20,28000000,100494685,140894685
die hard,1988-07-15,28000000,81350242,139109346
along came a spider,2001-04-06,28000000,74058698,105159085
a bad moms christmas,2017-11-01,28000000,72110659,127710550
safe haven,2013-02-14,28000000,71399120,94050951
the big short,2015-12-11,28000000,70259870,133162752
role models,2008-11-07,28000000,67300955,94500826
"alexander and the terrible, horrible, no good, very bad day",2014-10-10,28000000,66954149,101379287
miracle,2004-02-06,28000000,64378093,64474705
last vegas,2013-01-28,28000000,63914167,112914167
the wedding planner,2001-01-26,28000000,60400856,94728529
dawn of the dead,2004-03-19,28000000,58990765,103452875
for your eyes only,1981-06-26,28000000,54800000,195300000
tag,2018-06-15,28000000,54730625,77026186
the royal tenenbaums,2001-12-14,28000000,52353636,71430876
identity,2003-04-25,28000000,52131264,82183683
serendipity,2001-10-05,28000000,50255310,77477297
kick-ass,2010-04-16,28000000,48071303,97531134
zoolander,2001-09-28,28000000,45172250,60780981
timecop,1994-09-16,28000000,44853581,102053581
no reservations,2007-07-27,28000000,43107979,91943956
hocus pocus,1993-07-16,28000000,39360491,39360491
pride & prejudice,2005-11-11,28000000,38372662,126549607
30 minutes or less,2011-08-12,28000000,37053924,40966716
dracula 2000,2000-12-22,28000000,33000377,33000377
blade runner,1982-06-25,28000000,32656328,39342912
rob roy,1995-04-07,28000000,31390587,31390587
3 days to kill,2014-02-21,28000000,30697999,38959900
kick-ass 2,2013-08-16,28000000,28795985,63129909
we own the night,2007-10-12,28000000,28563179,55307857
a walk among the tombstones,2014-09-19,28000000,26017685,62108587
the spy next door,2010-01-15,28000000,24307106,46752858
brick mansions,2014-04-25,28000000,20396829,73421224
just my luck,2006-05-12,28000000,17326650,38159905
lost souls,2000-10-13,28000000,16779636,31320293
american ultra,2015-08-21,28000000,14439985,30295028
winged migration,2003-04-18,28000000,11689053,39134983
pride and prejudice and zombies,2016-02-05,28000000,10907291,16638300
"mystery, alaska",1999-10-01,28000000,8891623,8891623
john carpenterâs ghosts of mars,2001-08-24,28000000,8434601,8434601
a simple wish,1997-07-11,28000000,8165213,8165213
our brand is crisis,2015-10-30,28000000,7002261,8594558
kundun,1997-12-25,28000000,5686694,5686694
how to lose friends & alienate people,2008-10-03,28000000,2775593,12031443
alatriste,2007-12-31,28000000,0,22860477
knocked up,2007-06-01,27500000,148761765,219265952
octopussy,1983-06-10,27500000,67900000,187500000
my sister's keeper,2009-06-26,27500000,49200230,96673002
welcome home roscoe jenkins,2008-02-08,27500000,42436517,43607627
joyful noise,2012-01-13,27500000,30932113,31157914
a passage to india,1984-12-14,27500000,27187653,27187653
notes on a scandal,2006-12-25,27500000,17510118,50578411
rendition,2007-10-19,27500000,9736045,26939925
anonymous,2011-10-28,27500000,4463292,15815509
limitless,2011-03-18,27000000,79249455,155564919
star trek vi: the undiscovered country,1991-12-06,27000000,74888996,96900000
the divine secrets of the ya-ya sisterhood,2002-06-07,27000000,69586544,73826768
kiss the girls,1997-10-03,27000000,60527873,60527873
the blues brothers,1980-06-20,27000000,57229890,57229890
the jungle book,1994-12-25,27000000,44342956,44342956
the sisterhood of the traveling pants 2,2008-08-06,27000000,44089964,44270131
money monster,2016-05-13,27000000,41012075,93466095
about a boy,2002-05-17,27000000,40803000,130759651
spy kids: all the time in the world,2011-08-19,27000000,38536376,80681183
lake placid,1999-07-16,27000000,31770413,31770413
lucky number slevin,2006-04-07,27000000,22495466,55495466
the right stuff,1983-10-21,27000000,21500000,21500000
die unendliche geschichte,1984-07-20,27000000,21300000,21392049
dark city,1998-02-27,27000000,14435076,27257061
the duchess,2008-09-19,27000000,13848978,45160110
case 39,2010-10-01,27000000,13261851,28773827
the honeymooners,2005-06-10,27000000,12834849,13174426
return to oz,1985-06-21,27000000,10618813,10618813
the newton boys,1998-03-27,27000000,10341093,10341093
suspect zero,2004-08-27,27000000,8712564,8712564
martian child,2007-11-02,27000000,7500310,9352089
formula 51,2002-10-18,27000000,5204007,5204007
flawless,1999-11-24,27000000,4485485,4485485
mindhunters,2005-05-13,27000000,4476235,16566235
what just happened,2008-10-17,27000000,1090947,2412123
the statement,2003-12-12,27000000,765637,1545064
the magic flute,2006-12-31,27000000,0,0
rules donât apply,2016-11-23,26700000,3652206,3871448
paul blart: mall cop,2009-01-16,26000000,146336178,185904750
freaky friday,2003-08-06,26000000,110222438,160822438
the 40 year-old virgin,2005-08-19,26000000,109449237,177344230
shakespeare in love,1998-12-11,26000000,100317794,279500000
kindergarten cop,1990-12-21,26000000,91457688,202000000
pineapple express,2008-08-06,26000000,87341380,102404019
philadelphia,1993-12-22,26000000,77324422,201324422
ever after: a cinderella story,1998-07-31,26000000,65705772,65705772
flatliners,1990-08-10,26000000,61308153,61308153
open range,2003-08-15,26000000,58331254,68613992
red eye,2005-08-19,26000000,57891803,96666486
new yearâs eve,2011-12-09,26000000,54544638,146850273
a bridge too far,1977-06-15,26000000,50800000,50800000
pain & gain,2013-04-26,26000000,49875291,81275291
final destination 2,2003-01-31,26000000,46896664,90396664
"o brother, where art thou?",2000-12-22,26000000,45506619,75763814
in good company,2004-12-29,26000000,45489752,63489752
legion,2010-01-22,26000000,40168080,67647574
lawless,2012-08-29,26000000,37397291,54393687
clockstoppers,2002-03-29,26000000,36985501,38788828
silverado,1985-07-10,26000000,33200000,33200000
brothers,2009-12-04,26000000,28544157,45043870
the best of me,2014-10-17,26000000,26766213,41059418
agent cody banks 2: destination london,2004-03-12,26000000,23514247,28703083
original sin,2001-08-03,26000000,16521410,16521410
the raven,2012-04-27,26000000,16008272,30601801
welcome to mooseport,2004-02-20,26000000,14469428,14469428
highlander: the final dimension,1995-01-27,26000000,13738574,13738574
self/less,2015-07-10,26000000,12279691,33667319
the curse of the jade scorpion,2001-08-24,26000000,7496522,18496522
the fifth estate,2013-10-18,26000000,3254172,6154172
blood and wine,1997-02-21,26000000,1083350,1083350
blood ties,2014-03-21,26000000,42472,2923959
the grimm brothers' snow white,1997-08-24,26000000,5000,5000
viy,2015-06-30,26000000,0,34246770
accidental love,2015-03-17,26000000,0,135436
the face of an angel,2015-04-24,26000000,0,0
flipper,1996-05-17,25530000,20080020,30593313
the constant gardener,2005-08-31,25500000,33579798,86301599
w.,2008-10-17,25100000,25534493,28575778
the passion of the christ,2004-02-25,25000000,370782930,622341924
mrs. doubtfire,1993-11-24,25000000,219195051,441286003
rain man,1988-12-16,25000000,172825435,412800000
the help,2011-08-10,25000000,169705587,213120004
hidden figures,2016-12-25,25000000,169607287,231771716
gran torino,2008-12-12,25000000,148095302,274543085
taken,2009-01-30,25000000,145000989,226941585
ride along,2014-01-17,25000000,134202565,153733800
the bodyguard,1992-11-25,25000000,121945720,410899039
schindlerâs list,1993-12-15,25000000,96898818,322197132
"legally blonde 2: red, white & blonde",2003-07-02,25000000,90639088,125339088
scooby-doo 2: monsters unleashed,2004-03-26,25000000,84185387,181185387
anchorman: the legend of ron burgundy,2004-07-09,25000000,84136909,89476265
freddy vs. jason,2003-08-15,25000000,82622655,114576403
bridge to terabithia,2007-02-16,25000000,82234139,137984788
jimmy neutron: boy genius,2001-12-21,25000000,80936232,102992536
cloverfield,2008-01-18,25000000,80048433,171302226
dear john,2010-02-05,25000000,80014842,142033509
teenage mutant ninja turtles ii: the secret of the ooze,1991-03-22,25000000,78656813,78656813
parental guidance,2012-12-25,25000000,77267296,120832383
the untouchables,1987-06-03,25000000,76270454,76270454
no country for old men,2007-11-09,25000000,74273505,164035753
bridget jones's diary,2001-04-13,25000000,71500556,281527158
chocolat,2000-12-15,25000000,71309760,152500343
no strings attached,2011-01-21,25000000,70662220,149228078
contraband,2012-01-13,25000000,66528000,98406855
a dogâs purpose,2017-01-27,25000000,64321890,203671625
the lucky one,2012-04-20,25000000,60457138,96633833
tombstone,1993-12-25,25000000,56505065,56505065
romeo must die,2000-03-22,25000000,55973336,91036760
the omen,2006-06-06,25000000,54607383,119295584
final destination 3,2006-02-10,25000000,54098051,112798051
madea's big happy family,2011-04-22,25000000,53345287,54160818
tyler perry's a madea christmas,2013-12-13,25000000,52543354,52543354
finding neverland,2004-11-12,25000000,51676606,115036108
the grey,2012-01-27,25000000,51580136,81249176
hide and seek,2005-01-28,25000000,51100486,123696741
cobra,1986-05-23,25000000,49042224,49042224
the house bunny,2008-08-22,25000000,48237389,71390601
